datum,titel,abstimmungstext,partei,parole
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",FDP,JA
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse","Grüne",NEIN
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",SP,JA
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",SVP,NEIN
2020-11-29,"Gestaltungsplan Thurgauerstrasse","Öffentlicher Gestaltungsplan Thurgauerstrasse",glp,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",AL,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",EVP,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",FDP,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark","Grüne",JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",SP,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",SVP,JA
2021-03-07,"Einhausung Schwamendingen","Einhausung Schwamendingen mit Ueberlandpark",glp,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",AL,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",EVP,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",FDP,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach","Grüne",JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",SP,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",SVP,JA
2021-03-07,"Schule und Quartierpark Guggach","Schulanlage und Quartierpark Areal Guggach",glp,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",AL,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",EVP,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",FDP,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse","Grüne",JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",SP,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",SVP,JA
2021-03-07,"Schule und Quartierpark Thurgauerstrasse","Schulanlage und Quartierpark Areal Thurgauerstrasse",glp,JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",AL,JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",EVP,JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",FDP,JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi","Grüne",JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",SP,JA
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",SVP,NEIN
2021-03-07,"Wohnsiedlung Letzi","Wohnsiedlung Letzi",glp,JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",AL,JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",EVP,JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",FDP,JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung","Grüne",JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",SP,JA
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",SVP,NEIN
2021-06-13,"Ausbau Stadttunnel","Ausbau Stadttunnel als Veloverbindung",glp,JA
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",AL,JA
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",EVP,JA
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",FDP,NEIN
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung","Grüne",JA
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",SP,JA
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",SVP,NEIN
2021-06-13,"Totalrevision Gemeindeordnung","Totalrevision der Gemeindeordnung",glp,JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",AL,JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",EVP,JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",FDP,JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien","Grüne",JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",SP,JA
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",SVP,NEIN
2021-06-13,ewz-Rahmenkredit,"Rahmenkredit von 200 Millionen Franken für den Ausbau von erneuerbaren Energien",glp,JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",AL,JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",EVP,JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",FDP,Stimmfreigabe
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich","Grüne",JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",SP,JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",SVP,JA
2021-09-26,"Neubau Wache Nord","Neubau Wache Nord mit zentraler Einsatzlogistik für Schutz & Rettung Zürich",glp,JA
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",AL,JA
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",EVP,NEIN
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",FDP,NEIN
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer","Grüne",JA
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",SP,NEIN
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",SVP,NEIN
2021-09-26,"«Besonnungs-Initiative»","Volksinitiative zum Schutz der Besonnung des öffentlichen Grünraums am Seeufer",glp,NEIN
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",AL,JA
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",EVP,JA
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",FDP,JA
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung","Grüne",JA
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",SP,JA
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",SVP,NEIN
2021-11-28,"Rahmenkredit Ausbau Fernwärme","Rahmenkredit von 330 Millionen Franken für den Ausbau der Fernwärmeversorgung",glp,JA
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",AL,JA
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",EVP,NEIN
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",FDP,NEIN
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen","Grüne",JA
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",SP,JA
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",SVP,NEIN
2021-11-28,Siedlungsrichtplan,"Kommunaler Richtplan Siedlung, Landschaft, öffentliche Bauten und Anlagen",glp,JA
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",AL,JA
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",EVP,JA
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",FDP,NEIN
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr","Grüne",JA
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",SP,JA
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",SVP,NEIN
2021-11-28,Verkehrsrichtplan,"Kommunaler Richtplan Verkehr",glp,JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",AL,JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",EVP,JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",FDP,JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I","Grüne",JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",SP,JA
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",SVP,NEIN
2021-11-28,"Wohnsiedlung Hardau I","Ersatzneubau Wohnsiedlung Hardau I",glp,JA
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,AL,"Stichfrage, VTS Gemeinderat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,"Die Mitte","Stichfrage, VTS Stadtrat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,EVP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,FDP,"Stichfrage, VTS Stadtrat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,GLP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,"Grüne","Stichfrage, VTS Gemeinderat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,SP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"A. Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), VTS Stadtrat (Variante des Stadtrats)",,SVP,"Stichfrage, VTS Stadtrat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,AL,"Stichfrage, VTS Gemeinderat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,"Die Mitte","Stichfrage, VTS Stadtrat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,EVP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,FDP,"Stichfrage, VTS Stadtrat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,GLP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,"Grüne","Stichfrage, VTS Gemeinderat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,SP,"Stichfrage, VTS Gemeinderat"
2022-09-25,"Definitive Einführung der Tagesschule, Verordnung über die Tagesschulen (VTS), Variantenabstimmung",,SVP,"Stichfrage, VTS Stadtrat"
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",AL,Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Die Mitte",Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",EVP,Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",FDP,Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",GLP,Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Grüne",Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",SP,Ja
2022-09-25,"Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung","Definitive Einführung der Tagesschule, Änderung der Gemeindeordnung",SVP,Nein
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",AL,Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.","Die Mitte",Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",EVP,Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",FDP,Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",GLP,Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.","Grüne",Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",SP,Ja
2022-09-25,"Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken","Neubau Sekundarschulanlage Im Isengrind, Objektkredit von 80,6 Millionen Franken.",SVP,Ja
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",AL,Ja
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Die Mitte",Nein
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",EVP,Nein
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",FDP,Nein
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",GLP,Nein
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Grüne",Ja
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",SP,Ja
2022-09-25,"Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»","Volksinitiative «Eine Europaallee genügt – jetzt SBB-Areal Neugasse kaufen»",SVP,Nein
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",AL,Ja
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»","Die Mitte",Stimmfreigabe
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",EVP,Nein
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",FDP,Nein
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",GLP,Stimmfreigabe
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»","Grüne",Ja
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",SP,Ja
2022-09-25,"Volksinitiative «Wissenschaftlicher Pilotversuch Grundeinkommen»","Volksinitiative «Wissenschaftlicher Piloversuch Grundeinkommen»",SVP,Nein
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,AL,Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,"Die Mitte",Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,EVP,Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,FDP,Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,GLP,Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,"Grüne",Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,SP,Ja
2022-11-27,"Rahmenkredit von 573 Millionen Franken für den Ausbau der thermischen Netze",,SVP,Nein
2023-06-18,"Betriebsbeiträge Pestalozzi-Bibliothek Zürich","PBZ Pestalozzi-Bibliothek Zürich, jährliche Beiträge von 10,6 Millionen Franken ab 2024",AL,Ja
